,reaction_id,rxn_smiles,products_run,PatentNumber
10,11028,[CH2:1]1[O:2][c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[O:9]1.[N+:10]([O-:11])([OH:12])=[O:13]>O>[CH2:1]1[O:2][c:3]2[cH:4][cH:5][c:6]([N+:10]([O-:11])=[O:13])[cH:7][c:8]2[O:9]1,[CH2:1]1[O:2][c:3]2[cH:4][cH:5][c:6]([N+:10]([O-:11])=[O:13])[cH:7][c:8]2[O:9]1.[CH2:1]1[O:2][c:3]2[cH:4][cH:5][cH:6][c:7]([N+:10]([O-:11])=[O:13])[c:8]2[O:9]1,US03997564
11,2778,[C:1]([CH2:2][CH2:3][n:4]1[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[c:11]2[c:12]1[cH:13][cH:14][cH:15][cH:16]2)#[N:17].[N+:18]([O-:19])([OH:20])=[O:21]>C(O)(=O)C>[C:1]([CH2:2][CH2:3][n:4]1[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[c:11]2[c:12]1[cH:13][cH:14][c:15]([N+:18]([O-:20])=[O:21])[cH:16]2)#[N:17],[C:1]([CH2:2][CH2:3][n:4]1[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[c:11]2[c:12]1[cH:13][cH:14][c:15]([N+:18]([O-:20])=[O:21])[cH:16]2)#[N:17].[C:1]([CH2:2][CH2:3][n:4]1[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[c:11]2[c:12]1[c:13]([N+:18]([O-:20])=[O:21])[cH:14][cH:15][cH:16]2)#[N:17].[C:1]([CH2:2][CH2:3][n:4]1[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[c:11]2[c:12]1[cH:13][c:14]([N+:18]([O-:20])=[O:21])[cH:15][cH:16]2)#[N:17].[C:1]([CH2:2][CH2:3][n:4]1[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[c:11]2[c:12]1[cH:13][cH:14][cH:15][c:16]2[N+:18]([O-:20])=[O:21])#[N:17],US03947377
12,19383,[Br:1][Br:2].[C:3]([c:4]1[cH:5][c:6]([CH:7]=[O:8])[cH:9][cH:10][c:11]1[OH:12])([CH3:13])([CH3:14])[CH3:15]>C(O)(=O)C>[Br:2][c:10]1[cH:9][c:6]([CH:7]=[O:8])[cH:5][c:4]([C:3]([CH3:13])([CH3:14])[CH3:15])[c:11]1[OH:12],[Br:2][c:10]1[cH:9][c:6]([CH:7]=[O:8])[cH:5][c:4]([C:3]([CH3:13])([CH3:14])[CH3:15])[c:11]1[OH:12].[Br:2][c:5]1[c:4]([C:3]([CH3:13])([CH3:14])[CH3:15])[c:11]([OH:12])[cH:10][cH:9][c:6]1[CH:7]=[O:8].[Br:2][c:9]1[c:6]([CH:7]=[O:8])[cH:5][c:4]([C:3]([CH3:13])([CH3:14])[CH3:15])[c:11]([OH:12])[cH:10]1,US04064266
13,21986,[C:1]([O:2][C:3](=[O:4])[CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH3:20])(=[O:21])[CH2:22][CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH2:29][CH2:30][CH2:31][CH2:32][CH2:33][CH2:34][CH2:35][CH2:36][CH3:37].[F:38][c:39]1[c:40](=[O:41])[nH:42][c:43](=[O:44])[nH:45][cH:46]1>O1CCOCC1.N1C=CC=CC=1>[C:3](=[O:21])([CH2:22][CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH2:29][CH2:30][CH2:31][CH2:32][CH2:33][CH2:34][CH2:35][CH2:36][CH3:37])[n:45]1[c:43](=[O:44])[nH:42][c:40](=[O:41])[c:39]([F:38])[cH:46]1,[C:3](=[O:21])([CH2:22][CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH2:29][CH2:30][CH2:31][CH2:32][CH2:33][CH2:34][CH2:35][CH2:36][CH3:37])[n:45]1[c:43](=[O:44])[nH:42][c:40](=[O:41])[c:39]([F:38])[cH:46]1.[C:3](=[O:21])([CH2:22][CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH2:29][CH2:30][CH2:31][CH2:32][CH2:33][CH2:34][CH2:35][CH2:36][CH3:37])[n:42]1[c:40](=[O:41])[c:39]([F:38])[cH:46][nH:45][c:43]1=[O:44],US04088646
14,24082,[N+:1]([O-:2])([OH:3])=[O:4].[c:5]1([CH3:6])[cH:7][cH:8][cH:9][cH:10][cH:11]1>>[N+:1]([O-:2])(=[O:4])[c:11]1[c:5]([CH3:6])[cH:7][cH:8][cH:9][cH:10]1,[N+:1]([O-:2])(=[O:4])[c:11]1[c:5]([CH3:6])[cH:7][cH:8][cH:9][cH:10]1.[N+:1]([O-:2])(=[O:4])[c:10]1[cH:9][cH:8][cH:7][c:5]([CH3:6])[cH:11]1.[N+:1]([O-:2])(=[O:4])[c:9]1[cH:8][cH:7][c:5]([CH3:6])[cH:11][cH:10]1,US04112006
15,19653,[N+:1]([O-:2])([OH:3])=[O:4].[O:5]=[c:6]1[cH:7][c:8]([CH:9]([CH3:10])[C:11]([OH:12])=[O:13])[c:14]2[c:15]([cH:16][cH:17][cH:18][cH:19]2)[nH:20]1>O>[N+:1]([O-:3])(=[O:4])[c:18]1[cH:17][cH:16][c:15]2[c:14]([c:8]([CH:9]([CH3:10])[C:11]([OH:12])=[O:13])[cH:7][c:6](=[O:5])[nH:20]2)[cH:19]1,[N+:1]([O-:3])(=[O:4])[c:18]1[cH:17][cH:16][c:15]2[c:14]([c:8]([CH:9]([CH3:10])[C:11]([OH:12])=[O:13])[cH:7][c:6](=[O:5])[nH:20]2)[cH:19]1.[N+:1]([O-:3])(=[O:4])[c:7]1[c:6](=[O:5])[nH:20][c:15]2[c:14]([c:8]1[CH:9]([CH3:10])[C:11]([OH:12])=[O:13])[cH:19][cH:18][cH:17][cH:16]2.[N+:1]([O-:3])(=[O:4])[c:19]1[c:14]2[c:8]([CH:9]([CH3:10])[C:11]([OH:12])=[O:13])[cH:7][c:6](=[O:5])[nH:20][c:15]2[cH:16][cH:17][cH:18]1.[N+:1]([O-:3])(=[O:4])[c:16]1[c:15]2[c:14]([c:8]([CH:9]([CH3:10])[C:11]([OH:12])=[O:13])[cH:7][c:6](=[O:5])[nH:20]2)[cH:19][cH:18][cH:17]1.[N+:1]([O-:3])(=[O:4])[c:17]1[cH:16][c:15]2[c:14]([c:8]([CH:9]([CH3:10])[C:11]([OH:12])=[O:13])[cH:7][c:6](=[O:5])[nH:20]2)[cH:19][cH:18]1,US04066651
16,8944,[N+:1]([O-:2])([OH:3])=[O:4].[cH:5]1[c:6]2[c:7]3[c:8]4[c:9]([cH:10][cH:11]2)[cH:12][cH:13][cH:14][c:15]4[cH:16][cH:17][c:18]3[cH:19][cH:20]1>C(O)(=O)C.O>[N+:1]([O-:3])(=[O:4])[c:5]1[c:6]2[c:7]3[c:8]4[c:9]([cH:10][cH:11]2)[cH:12][cH:13][cH:14][c:15]4[cH:16][cH:17][c:18]3[cH:19][cH:20]1,[N+:1]([O-:3])(=[O:4])[c:5]1[c:6]2[c:7]3[c:8]4[c:9]([cH:10][cH:11]2)[cH:12][cH:13][cH:14][c:15]4[cH:16][cH:17][c:18]3[cH:19][cH:20]1.[N+:1]([O-:3])(=[O:4])[c:20]1[cH:5][c:6]2[c:7]3[c:8]4[c:9]([cH:10][cH:11]2)[cH:12][cH:13][cH:14][c:15]4[cH:16][cH:17][c:18]3[cH:19]1.[N+:1]([O-:3])(=[O:4])[c:17]1[cH:16][c:15]2[c:8]3[c:7]4[c:6]([cH:5][cH:20][cH:19][c:18]41)[cH:11][cH:10][c:9]3[cH:12][cH:13][cH:14]2,US03984378
17,16798,[N+:1]([O-:2])([OH:3])=[O:4].[c:5]1(-[n:6]2[cH:7][n:8][n:9][c:10]2[C:11]([F:12])([F:13])[F:14])[cH:15][cH:16][cH:17][cH:18][cH:19]1>S(=O)(=O)(O)O>[N+:1]([O-:2])(=[O:4])[c:18]1[cH:17][cH:16][cH:15][c:5](-[n:6]2[cH:7][n:8][n:9][c:10]2[C:11]([F:12])([F:13])[F:14])[cH:19]1,[N+:1]([O-:2])(=[O:4])[c:18]1[cH:17][cH:16][cH:15][c:5](-[n:6]2[cH:7][n:8][n:9][c:10]2[C:11]([F:12])([F:13])[F:14])[cH:19]1.[N+:1]([O-:2])(=[O:4])[c:19]1[c:5](-[n:6]2[cH:7][n:8][n:9][c:10]2[C:11]([F:12])([F:13])[F:14])[cH:15][cH:16][cH:17][cH:18]1.[N+:1]([O-:2])(=[O:4])[c:7]1[n:6](-[c:5]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[c:10]([C:11]([F:12])([F:13])[F:14])[n:9][n:8]1.[N+:1]([O-:2])(=[O:4])[c:17]1[cH:16][cH:15][c:5](-[n:6]2[cH:7][n:8][n:9][c:10]2[C:11]([F:12])([F:13])[F:14])[cH:19][cH:18]1,US04038405
18,21985,[C:1]([O:2][C:3](=[O:4])[CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH3:21])(=[O:22])[CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH2:29][CH2:30][CH2:31][CH2:32][CH2:33][CH2:34][CH2:35][CH2:36][CH2:37][CH2:38][CH3:39].[F:40][c:41]1[c:42](=[O:43])[nH:44][c:45](=[O:46])[nH:47][cH:48]1>N1C=CC=CC=1>[C:3](=[O:22])([CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH2:29][CH2:30][CH2:31][CH2:32][CH2:33][CH2:34][CH2:35][CH2:36][CH2:37][CH2:38][CH3:39])[n:47]1[c:45](=[O:46])[nH:44][c:42](=[O:43])[c:41]([F:40])[cH:48]1,[C:3](=[O:22])([CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH2:29][CH2:30][CH2:31][CH2:32][CH2:33][CH2:34][CH2:35][CH2:36][CH2:37][CH2:38][CH3:39])[n:47]1[c:45](=[O:46])[nH:44][c:42](=[O:43])[c:41]([F:40])[cH:48]1.[C:3](=[O:22])([CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH2:29][CH2:30][CH2:31][CH2:32][CH2:33][CH2:34][CH2:35][CH2:36][CH2:37][CH2:38][CH3:39])[n:44]1[c:42](=[O:43])[c:41]([F:40])[cH:48][nH:47][c:45]1=[O:46],US04088646
19,9902,[CH3:1][CH:2]([c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[CH2:9][c:10]1[c:11]-2[cH:12][cH:13][cH:14][cH:15]1)[C:16]([OH:17])=[O:18].[N+:19]([O-:20])([OH:21])=[O:22]>C(O)(=O)C>[CH3:1][CH:2]([c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[CH2:9][c:10]1[c:11]-2[cH:12][cH:13][c:14]([N+:19]([O-:21])=[O:22])[cH:15]1)[C:16]([OH:17])=[O:18],[CH3:1][CH:2]([c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[CH2:9][c:10]1[c:11]-2[cH:12][cH:13][c:14]([N+:19]([O-:21])=[O:22])[cH:15]1)[C:16]([OH:17])=[O:18].[CH3:1][CH:2]([c:3]1[c:4]([N+:19]([O-:21])=[O:22])[cH:5][c:6]2[c:7]([cH:8]1)[CH2:9][c:10]1[c:11]-2[cH:12][cH:13][cH:14][cH:15]1)[C:16]([OH:17])=[O:18].[CH3:1][CH:2]([c:3]1[cH:4][cH:5][c:6]2[c:7]([c:8]1[N+:19]([O-:21])=[O:22])[CH2:9][c:10]1[c:11]-2[cH:12][cH:13][cH:14][cH:15]1)[C:16]([OH:17])=[O:18].[CH3:1][CH:2]([c:3]1[cH:4][c:5]([N+:19]([O-:21])=[O:22])[c:6]2[c:7]([cH:8]1)[CH2:9][c:10]1[c:11]-2[cH:12][cH:13][cH:14][cH:15]1)[C:16]([OH:17])=[O:18].[CH3:1][CH:2]([c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[CH2:9][c:10]1[c:11]-2[cH:12][cH:13][cH:14][c:15]1[N+:19]([O-:21])=[O:22])[C:16]([OH:17])=[O:18].[CH3:1][CH:2]([c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[CH2:9][c:10]1[c:11]-2[c:12]([N+:19]([O-:21])=[O:22])[cH:13][cH:14][cH:15]1)[C:16]([OH:17])=[O:18].[CH3:1][CH:2]([c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[CH2:9][c:10]1[c:11]-2[cH:12][c:13]([N+:19]([O-:21])=[O:22])[cH:14][cH:15]1)[C:16]([OH:17])=[O:18],US03989841
20,22413,[Br:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[CH2:9]([c:10]1[n:11]2[n:12][cH:13][cH:14][c:15]2[n:16][c:17]([C:18]([F:19])([F:20])[F:21])[cH:22]1)[CH2:23][CH:24]([CH3:25])[CH3:26]>C(Cl)(Cl)Cl>[Br:1][c:14]1[cH:13][n:12][n:11]2[c:10]([CH2:9][CH2:23][CH:24]([CH3:25])[CH3:26])[cH:22][c:17]([C:18]([F:19])([F:20])[F:21])[n:16][c:15]21,[Br:1][c:14]1[cH:13][n:12][n:11]2[c:10]([CH2:9][CH2:23][CH:24]([CH3:25])[CH3:26])[cH:22][c:17]([C:18]([F:19])([F:20])[F:21])[n:16][c:15]21.[Br:1][c:22]1[c:10]([CH2:9][CH2:23][CH:24]([CH3:25])[CH3:26])[n:11]2[n:12][cH:13][cH:14][c:15]2[n:16][c:17]1[C:18]([F:19])([F:20])[F:21].[Br:1][c:13]1[n:12][n:11]2[c:10]([CH2:9][CH2:23][CH:24]([CH3:25])[CH3:26])[cH:22][c:17]([C:18]([F:19])([F:20])[F:21])[n:16][c:15]2[cH:14]1,US04093617
21,22624,[Br:1][Br:2].[Cl:3][CH2:4][S:5]([c:6]1[cH:7][cH:8][c:9]([OH:10])[cH:11][cH:12]1)(=[O:13])=[O:14]>C(O)(=O)C>[Br:2][c:11]1[c:9]([OH:10])[cH:8][cH:7][c:6]([S:5]([CH2:4][Cl:3])(=[O:13])=[O:14])[cH:12]1,[Br:2][c:11]1[c:9]([OH:10])[cH:8][cH:7][c:6]([S:5]([CH2:4][Cl:3])(=[O:13])=[O:14])[cH:12]1.[Br:2][c:12]1[c:6]([S:5]([CH2:4][Cl:3])(=[O:13])=[O:14])[cH:7][cH:8][c:9]([OH:10])[cH:11]1,US04094975
22,27607,[F:1][c:2]1[cH:3][c:4]([CH3:5])[cH:6][cH:7][cH:8]1.[N+:9]([O-:10])([OH:11])=[O:12]>>[F:1][c:2]1[cH:3][c:4]([CH3:5])[c:6]([N+:9]([O-:11])=[O:12])[cH:7][cH:8]1,[F:1][c:2]1[cH:3][c:4]([CH3:5])[c:6]([N+:9]([O-:11])=[O:12])[cH:7][cH:8]1.[F:1][c:2]1[c:3]([N+:9]([O-:11])=[O:12])[c:4]([CH3:5])[cH:6][cH:7][cH:8]1.[F:1][c:2]1[cH:3][c:4]([CH3:5])[cH:6][cH:7][c:8]1[N+:9]([O-:11])=[O:12].[F:1][c:2]1[cH:3][c:4]([CH3:5])[cH:6][c:7]([N+:9]([O-:11])=[O:12])[cH:8]1,US04146625
23,23669,[Br:1][Br:2].[CH3:3][C:4]1([CH3:5])[c:6]2[c:7]([cH:8][cH:9][c:10]([OH:11])[cH:12]2)[CH2:13][CH2:14]1>C(Cl)(Cl)(Cl)Cl>[Br:2][c:9]1[cH:8][c:7]2[c:6]([cH:12][c:10]1[OH:11])[C:4]([CH3:3])([CH3:5])[CH2:14][CH2:13]2,[Br:2][c:9]1[cH:8][c:7]2[c:6]([cH:12][c:10]1[OH:11])[C:4]([CH3:3])([CH3:5])[CH2:14][CH2:13]2.[Br:2][c:12]1[c:6]2[c:7]([cH:8][cH:9][c:10]1[OH:11])[CH2:13][CH2:14][C:4]2([CH3:3])[CH3:5].[Br:2][c:8]1[c:7]2[c:6]([cH:12][c:10]([OH:11])[cH:9]1)[C:4]([CH3:3])([CH3:5])[CH2:14][CH2:13]2,US04107324
24,29130,[C:1]([c:2]1[nH:3][c:4]([S:5][CH2:6][CH:7]=[CH2:8])[n:9][n:10]1)([CH3:11])([CH3:12])[CH3:13].[CH3:14][N:15]([CH3:16])[C:17]([Cl:18])=[O:19]>N1C=CC=CC=1>[C:1]([c:2]1[n:3][c:4]([S:5][CH2:6][CH:7]=[CH2:8])[n:9]([C:17]([N:15]([CH3:14])[CH3:16])=[O:19])[n:10]1)([CH3:11])([CH3:12])[CH3:13],[C:1]([c:2]1[n:3][c:4]([S:5][CH2:6][CH:7]=[CH2:8])[n:9]([C:17]([N:15]([CH3:14])[CH3:16])=[O:19])[n:10]1)([CH3:11])([CH3:12])[CH3:13].[C:1]([c:2]1[n:3][c:4]([S:5][CH2:6][CH:7]=[CH2:8])[n:9][n:10]1[C:17]([N:15]([CH3:14])[CH3:16])=[O:19])([CH3:11])([CH3:12])[CH3:13],US04160839
25,28546,[Br:1][Br:2].[CH3:3][c:4]1[c:5]([CH3:6])[cH:7][cH:8][cH:9][n:10]1>OS(O)(=O)=O.O=S(=O)=O>[Br:1][c:8]1[cH:7][c:5]([CH3:6])[c:4]([CH3:3])[n:10][cH:9]1,[Br:1][c:8]1[cH:7][c:5]([CH3:6])[c:4]([CH3:3])[n:10][cH:9]1.[Br:1][c:7]1[c:5]([CH3:6])[c:4]([CH3:3])[n:10][cH:9][cH:8]1.[Br:1][c:9]1[cH:8][cH:7][c:5]([CH3:6])[c:4]([CH3:3])[n:10]1,US04154834
26,27673,[Cl:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[C:8](=[O:9])[C:10](=[O:11])[NH:12]2.[S:13]([Cl:14])([Cl:15])(=[O:16])=[O:17]>>[Cl:1][c:2]1[c:3]([Cl:14])[cH:4][cH:5][c:6]2[c:7]1[C:8](=[O:9])[C:10](=[O:11])[NH:12]2,[Cl:1][c:2]1[c:3]([Cl:14])[cH:4][cH:5][c:6]2[c:7]1[C:8](=[O:9])[C:10](=[O:11])[NH:12]2.[Cl:1][c:2]1[cH:3][c:4]([Cl:14])[cH:5][c:6]2[c:7]1[C:8](=[O:9])[C:10](=[O:11])[NH:12]2.[Cl:1][c:2]1[cH:3][cH:4][c:5]([Cl:14])[c:6]2[c:7]1[C:8](=[O:9])[C:10](=[O:11])[NH:12]2,US04146718
