,reaction_id,templates,rxn_smiles,products_run,yield,rxnname,N_atom,max_MW,charged,max_N_stereoisomers,bond_changes,aromatic,incorrect
369,eb431908151311ea81f9b7db9d39a498,"[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[OH;D1;+0:4].[c,n:5]:[cH;D2;+0:6]:[c,n:7]>>[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[c;H0;D3;+0:6](:[c,n:5]):[c,n:7]",[O-:1][N+:2](=[O:3])[OH:4].[O:5]=[C:6]([OH:7])[c:8]1[cH:9][cH:10][cH:11][c:12]([F:13])[cH:14]1>O=S(=O)(O)O.O=S(=O)(O)O.[O-][N+](=O)O.O>[O-:1][N+:2](=[O:3])[c:9]1[c:8]([C:6](=[O:5])[OH:7])[cH:14][c:12]([F:13])[cH:11][cH:10]1,[O-:1][N+:2](=[O:3])[c:9]1[c:8]([C:6](=[O:5])[OH:7])[cH:14][c:12]([F:13])[cH:11][cH:10]1.[O-:1][N+:2](=[O:3])[c:14]1[c:8]([C:6](=[O:5])[OH:7])[cH:9][cH:10][cH:11][c:12]1[F:13].[O-:1][N+:2](=[O:3])[c:10]1[cH:9][c:8]([C:6](=[O:5])[OH:7])[cH:14][c:12]([F:13])[cH:11]1.[O-:1][N+:2](=[O:3])[c:11]1[cH:10][cH:9][c:8]([C:6](=[O:5])[OH:7])[cH:14][c:12]1[F:13],86.2,Nitration,14,185.01243582799998,True,1,"{('2', '9', 1.0), ('2', '4', 0.0)}",True,False
370,eb42ecb2151311ea81f9b7db9d39a498,"[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[OH;D1;+0:4].[c,n:5]:[cH;D2;+0:6]:[c,n:7]>>[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[c;H0;D3;+0:6](:[c,n:5]):[c,n:7]",[O-:1][N+:2](=[O:3])[OH:4].[O:5]=[c:6]1[cH:7][c:8]([OH:9])[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2[nH:16]1>O.CC(=O)O>[O-:1][N+:2](=[O:3])[c:7]1[c:6](=[O:5])[nH:16][c:15]2[c:10]([c:8]1[OH:9])[cH:11][cH:12][cH:13][cH:14]2,[O-:1][N+:2](=[O:3])[c:7]1[c:6](=[O:5])[nH:16][c:15]2[c:10]([c:8]1[OH:9])[cH:11][cH:12][cH:13][cH:14]2.[O-:1][N+:2](=[O:3])[c:11]1[c:10]2[c:8]([OH:9])[cH:7][c:6](=[O:5])[nH:16][c:15]2[cH:14][cH:13][cH:12]1.[O-:1][N+:2](=[O:3])[c:12]1[cH:11][c:10]2[c:8]([OH:9])[cH:7][c:6](=[O:5])[nH:16][c:15]2[cH:14][cH:13]1.[O-:1][N+:2](=[O:3])[c:13]1[cH:12][cH:11][c:10]2[c:8]([OH:9])[cH:7][c:6](=[O:5])[nH:16][c:15]2[cH:14]1.[O-:1][N+:2](=[O:3])[c:14]1[cH:13][cH:12][cH:11][c:10]2[c:8]([OH:9])[cH:7][c:6](=[O:5])[nH:16][c:15]21,98.0,Nitration,16,206.032756672,True,1,"{('2', '7', 1.0), ('2', '4', 0.0)}",True,False
371,eb45ad76151311ea81f9b7db9d39a498,"[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[OH;D1;+0:4].[c,n:5]:[cH;D2;+0:6]:[c,n:7]>>[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[c;H0;D3;+0:6](:[c,n:5]):[c,n:7]",[O-:1][N+:2](=[O:3])[OH:4].[O:5]=[CH:6][c:7]1[c:8]([Cl:9])[nH:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]12>CC(=O)O.CC(=O)OC(C)=O>[O-:1][N+:2](=[O:3])[c:14]1[cH:13][cH:12][c:11]2[nH:10][c:8]([Cl:9])[c:7]([CH:6]=[O:5])[c:16]2[cH:15]1,[O-:1][N+:2](=[O:3])[c:14]1[cH:13][cH:12][c:11]2[nH:10][c:8]([Cl:9])[c:7]([CH:6]=[O:5])[c:16]2[cH:15]1.[O-:1][N+:2](=[O:3])[c:12]1[c:11]2[nH:10][c:8]([Cl:9])[c:7]([CH:6]=[O:5])[c:16]2[cH:15][cH:14][cH:13]1.[O-:1][N+:2](=[O:3])[c:13]1[cH:12][c:11]2[nH:10][c:8]([Cl:9])[c:7]([CH:6]=[O:5])[c:16]2[cH:15][cH:14]1.[O-:1][N+:2](=[O:3])[c:15]1[cH:14][cH:13][cH:12][c:11]2[nH:10][c:8]([Cl:9])[c:7]([CH:6]=[O:5])[c:16]21,53.28,Nitration,16,223.99886969999997,True,1,"{('14', '2', 1.0), ('2', '4', 0.0)}",True,False
372,eb58111e151311ea81f9b7db9d39a498,"[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[OH;D1;+0:4].[c,n:5]:[cH;D2;+0:6]:[c,n:7]>>[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[c;H0;D3;+0:6](:[c,n:5]):[c,n:7]",[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][CH2:6][N:7]1[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[CH2:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]21.[O-:22][N+:23](=[O:24])[OH:25]>Cl.CC(=O)O>[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][CH2:6][N:7]1[c:8]2[cH:9][cH:10][c:11]([N+:23]([O-:22])=[O:24])[cH:12][c:13]2[CH2:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]21,[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][CH2:6][N:7]1[c:8]2[cH:9][cH:10][c:11]([N+:23]([O-:22])=[O:24])[cH:12][c:13]2[CH2:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]21.[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][CH2:6][N:7]1[c:8]2[c:9]([N+:23]([O-:22])=[O:24])[cH:10][cH:11][cH:12][c:13]2[CH2:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]21.[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][CH2:6][N:7]1[c:8]2[cH:9][c:10]([N+:23]([O-:22])=[O:24])[cH:11][cH:12][c:13]2[CH2:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]21.[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][CH2:6][N:7]1[c:8]2[cH:9][cH:10][cH:11][c:12]([N+:23]([O-:22])=[O:24])[c:13]2[CH2:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]21,51.0,Nitration,25,325.179026976,True,1,"{('23', '25', 0.0), ('11', '23', 1.0)}",True,False
373,eb59f5c4151311ea81f9b7db9d39a498,"[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[OH;D1;+0:4].[c,n:5]:[cH;D2;+0:6]:[c,n:7]>>[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[c;H0;D3;+0:6](:[c,n:5]):[c,n:7]",[O-:1][N+:2](=[O:3])[OH:4].[O:5]=[C:6]([O:7][c:8]1[cH:9][cH:10][c:11](-[c:12]2[cH:13][cH:14][c:15]([OH:16])[cH:17][cH:18]2)[cH:19][cH:20]1)[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1>O.CC(=O)O>[O-:1][N+:2](=[O:3])[c:17]1[c:15]([OH:16])[cH:14][cH:13][c:12](-[c:11]2[cH:10][cH:9][c:8]([O:7][C:6](=[O:5])[c:21]3[cH:22][cH:23][cH:24][cH:25][cH:26]3)[cH:20][cH:19]2)[cH:18]1,[O-:1][N+:2](=[O:3])[c:14]1[cH:13][c:12](-[c:11]2[cH:10][cH:9][c:8]([O:7][C:6](=[O:5])[c:21]3[cH:22][cH:23][cH:24][cH:25][cH:26]3)[cH:20][cH:19]2)[cH:18][cH:17][c:15]1[OH:16].[O-:1][N+:2](=[O:3])[c:9]1[c:8]([O:7][C:6](=[O:5])[c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[cH:20][cH:19][c:11](-[c:12]2[cH:13][cH:14][c:15]([OH:16])[cH:17][cH:18]2)[cH:10]1.[O-:1][N+:2](=[O:3])[c:10]1[cH:9][c:8]([O:7][C:6](=[O:5])[c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[cH:20][cH:19][c:11]1-[c:12]1[cH:13][cH:14][c:15]([OH:16])[cH:17][cH:18]1.[O-:1][N+:2](=[O:3])[c:13]1[c:12](-[c:11]2[cH:10][cH:9][c:8]([O:7][C:6](=[O:5])[c:21]3[cH:22][cH:23][cH:24][cH:25][cH:26]3)[cH:20][cH:19]2)[cH:18][cH:17][c:15]([OH:16])[cH:14]1.[O-:1][N+:2](=[O:3])[c:22]1[c:21]([C:6](=[O:5])[O:7][c:8]2[cH:9][cH:10][c:11](-[c:12]3[cH:13][cH:14][c:15]([OH:16])[cH:17][cH:18]3)[cH:19][cH:20]2)[cH:26][cH:25][cH:24][cH:23]1.[O-:1][N+:2](=[O:3])[c:23]1[cH:22][c:21]([C:6](=[O:5])[O:7][c:8]2[cH:9][cH:10][c:11](-[c:12]3[cH:13][cH:14][c:15]([OH:16])[cH:17][cH:18]3)[cH:19][cH:20]2)[cH:26][cH:25][cH:24]1.[O-:1][N+:2](=[O:3])[c:24]1[cH:23][cH:22][c:21]([C:6](=[O:5])[O:7][c:8]2[cH:9][cH:10][c:11](-[c:12]3[cH:13][cH:14][c:15]([OH:16])[cH:17][cH:18]3)[cH:19][cH:20]2)[cH:26][cH:25]1,96.0,Nitration,26,335.07937251600003,True,1,"{('17', '2', 1.0), ('2', '4', 0.0)}",True,False
374,eb661cd2151311ea81f9b7db9d39a498,"[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[OH;D1;+0:4].[c,n:5]:[cH;D2;+0:6]:[c,n:7]>>[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[c;H0;D3;+0:6](:[c,n:5]):[c,n:7]",[CH3:1][c:2]1[c:3]([Cl:4])[cH:5][cH:6][cH:7][c:8]1[Cl:9].[O-:10][N+:11](=[O:12])[OH:13]>O.O>[CH3:1][c:2]1[c:3]([Cl:4])[c:5]([N+:11]([O-:10])=[O:12])[cH:6][cH:7][c:8]1[Cl:9],[CH3:1][c:2]1[c:3]([Cl:4])[c:5]([N+:11]([O-:10])=[O:12])[cH:6][cH:7][c:8]1[Cl:9].[CH3:1][c:2]1[c:3]([Cl:4])[cH:5][c:6]([N+:11]([O-:10])=[O:12])[cH:7][c:8]1[Cl:9],98.81,Nitration,13,204.96973376,True,1,"{('11', '13', 0.0), ('11', '5', 1.0)}",True,False
375,eb7276c6151311ea81f9b7db9d39a498,"[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[OH;D1;+0:4].[c,n:5]:[cH;D2;+0:6]:[c,n:7]>>[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[c;H0;D3;+0:6](:[c,n:5]):[c,n:7]",[O-:1][N+:2](=[O:3])[OH:4].[OH:5][c:6]1[cH:7][cH:8][cH:9][c:10]([Cl:11])[cH:12]1>CC(=O)O>[O-:1][N+:2](=[O:3])[c:9]1[cH:8][cH:7][c:6]([OH:5])[cH:12][c:10]1[Cl:11],[O-:1][N+:2](=[O:3])[c:9]1[cH:8][cH:7][c:6]([OH:5])[cH:12][c:10]1[Cl:11].[O-:1][N+:2](=[O:3])[c:7]1[c:6]([OH:5])[cH:12][c:10]([Cl:11])[cH:9][cH:8]1.[O-:1][N+:2](=[O:3])[c:12]1[c:6]([OH:5])[cH:7][cH:8][cH:9][c:10]1[Cl:11].[O-:1][N+:2](=[O:3])[c:8]1[cH:7][c:6]([OH:5])[cH:12][c:10]([Cl:11])[cH:9]1,66.6,Nitration,12,172.987970668,True,1,"{('2', '9', 1.0), ('2', '4', 0.0)}",True,False
376,eb776604151311ea81f9b7db9d39a498,"[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[OH;D1;+0:4].[c,n:5]:[cH;D2;+0:6]:[c,n:7]>>[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[c;H0;D3;+0:6](:[c,n:5]):[c,n:7]",[CH3:1][O:2][c:3]1[cH:4][c:5]([C:6](=[O:7])[CH2:8][c:9]2[cH:10][cH:11][c:12]([O:13][CH3:14])[c:15]([O:16][CH3:17])[cH:18]2)[c:19]([CH2:20][CH2:21][NH:22][C:23]([CH3:24])=[O:25])[cH:26][c:27]1[O:28][CH3:29].[O-:30][N+:31](=[O:32])[OH:33]>O.CC(=O)O>[CH3:1][O:2][c:3]1[cH:4][c:5]([C:6](=[O:7])[CH2:8][c:9]2[c:10]([N+:31]([O-:30])=[O:32])[cH:11][c:12]([O:13][CH3:14])[c:15]([O:16][CH3:17])[cH:18]2)[c:19]([CH2:20][CH2:21][NH:22][C:23]([CH3:24])=[O:25])[cH:26][c:27]1[O:28][CH3:29],[CH3:1][O:2][c:3]1[cH:4][c:5]([C:6](=[O:7])[CH2:8][c:9]2[c:10]([N+:31]([O-:30])=[O:32])[cH:11][c:12]([O:13][CH3:14])[c:15]([O:16][CH3:17])[cH:18]2)[c:19]([CH2:20][CH2:21][NH:22][C:23]([CH3:24])=[O:25])[cH:26][c:27]1[O:28][CH3:29].[CH3:1][O:2][c:3]1[c:4]([N+:31]([O-:30])=[O:32])[c:5]([C:6](=[O:7])[CH2:8][c:9]2[cH:10][cH:11][c:12]([O:13][CH3:14])[c:15]([O:16][CH3:17])[cH:18]2)[c:19]([CH2:20][CH2:21][NH:22][C:23]([CH3:24])=[O:25])[cH:26][c:27]1[O:28][CH3:29].[CH3:1][O:2][c:3]1[cH:4][c:5]([C:6](=[O:7])[CH2:8][c:9]2[cH:10][cH:11][c:12]([O:13][CH3:14])[c:15]([O:16][CH3:17])[c:18]2[N+:31]([O-:30])=[O:32])[c:19]([CH2:20][CH2:21][NH:22][C:23]([CH3:24])=[O:25])[cH:26][c:27]1[O:28][CH3:29].[CH3:1][O:2][c:3]1[cH:4][c:5]([C:6](=[O:7])[CH2:8][c:9]2[cH:10][c:11]([N+:31]([O-:30])=[O:32])[c:12]([O:13][CH3:14])[c:15]([O:16][CH3:17])[cH:18]2)[c:19]([CH2:20][CH2:21][NH:22][C:23]([CH3:24])=[O:25])[cH:26][c:27]1[O:28][CH3:29].[CH3:1][O:2][c:3]1[cH:4][c:5]([C:6](=[O:7])[CH2:8][c:9]2[cH:10][cH:11][c:12]([O:13][CH3:14])[c:15]([O:16][CH3:17])[cH:18]2)[c:19]([CH2:20][CH2:21][NH:22][C:23]([CH3:24])=[O:25])[c:26]([N+:31]([O-:30])=[O:32])[c:27]1[O:28][CH3:29],88.12,Nitration,33,446.16891579199995,True,1,"{('31', '33', 0.0), ('10', '31', 1.0)}",True,False
377,eb7904d2151311ea81f9b7db9d39a498,"[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[OH;D1;+0:4].[c,n:5]:[cH;D2;+0:6]:[c,n:7]>>[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[c;H0;D3;+0:6](:[c,n:5]):[c,n:7]",[O-:1][N+:2](=[O:3])[OH:4].[O:5]=[C:6]([OH:7])[c:8]1[cH:9][cH:10][c:11]([F:12])[cH:13][c:14]1[Cl:15]>O.O.CCOC(C)=O.O=S(=O)(O)O>[O-:1][N+:2](=[O:3])[c:10]1[cH:9][c:8]([C:6](=[O:5])[OH:7])[c:14]([Cl:15])[cH:13][c:11]1[F:12],[O-:1][N+:2](=[O:3])[c:10]1[cH:9][c:8]([C:6](=[O:5])[OH:7])[c:14]([Cl:15])[cH:13][c:11]1[F:12].[O-:1][N+:2](=[O:3])[c:9]1[c:8]([C:6](=[O:5])[OH:7])[c:14]([Cl:15])[cH:13][c:11]([F:12])[cH:10]1.[O-:1][N+:2](=[O:3])[c:13]1[c:11]([F:12])[cH:10][cH:9][c:8]([C:6](=[O:5])[OH:7])[c:14]1[Cl:15],99.0,Nitration,15,218.97346347599998,True,1,"{('10', '2', 1.0), ('2', '4', 0.0)}",True,False
378,eb8217d4151311ea81f9b7db9d39a498,"[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[OH;D1;+0:4].[c,n:5]:[cH;D2;+0:6]:[c,n:7]>>[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[c;H0;D3;+0:6](:[c,n:5]):[c,n:7]",[O-:1][N+:2](=[O:3])[OH:4].[cH:5]1[n:6][cH:7][cH:8][n:9]2[cH:10][cH:11][cH:12][c:13]12>O=S(=O)(O)O.O.O.CC(=O)O.O[Na]>[O-:1][N+:2](=[O:3])[c:12]1[cH:11][cH:10][n:9]2[cH:8][cH:7][n:6][cH:5][c:13]21,[O-:1][N+:2](=[O:3])[c:12]1[cH:11][cH:10][n:9]2[cH:8][cH:7][n:6][cH:5][c:13]21.[O-:1][N+:2](=[O:3])[c:5]1[n:6][cH:7][cH:8][n:9]2[cH:10][cH:11][cH:12][c:13]12.[O-:1][N+:2](=[O:3])[c:7]1[n:6][cH:5][c:13]2[n:9]([cH:8]1)[cH:10][cH:11][cH:12]2.[O-:1][N+:2](=[O:3])[c:8]1[cH:7][n:6][cH:5][c:13]2[n:9]1[cH:10][cH:11][cH:12]2.[O-:1][N+:2](=[O:3])[c:10]1[n:9]2[cH:8][cH:7][n:6][cH:5][c:13]2[cH:12][cH:11]1.[O-:1][N+:2](=[O:3])[c:11]1[cH:10][n:9]2[cH:8][cH:7][n:6][cH:5][c:13]2[cH:12]1,56.61,Nitration,13,163.0381764,True,1,"{('12', '2', 1.0), ('2', '4', 0.0)}",True,False
379,eb844e46151311ea81f9b7db9d39a498,"[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[OH;D1;+0:4].[c,n:5]:[cH;D2;+0:6]:[c,n:7]>>[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[c;H0;D3;+0:6](:[c,n:5]):[c,n:7]",[O-:1][N+:2](=[O:3])[OH:4].[O-:5][N+:6](=[O:7])[c:8]1[cH:9][cH:10][c:11]2[c:12](=[O:13])[nH:14][c:15](=[O:16])[nH:17][c:18]2[cH:19]1>>[O-:1][N+:2](=[O:3])[c:9]1[c:8]([N+:6]([O-:5])=[O:7])[cH:19][c:18]2[c:11]([cH:10]1)[c:12](=[O:13])[nH:14][c:15](=[O:16])[nH:17]2,[O-:1][N+:2](=[O:3])[c:9]1[c:8]([N+:6]([O-:5])=[O:7])[cH:19][c:18]2[c:11]([cH:10]1)[c:12](=[O:13])[nH:14][c:15](=[O:16])[nH:17]2.[O-:1][N+:2](=[O:3])[c:19]1[c:8]([N+:6]([O-:5])=[O:7])[cH:9][cH:10][c:11]2[c:12](=[O:13])[nH:14][c:15](=[O:16])[nH:17][c:18]21.[O-:1][N+:2](=[O:3])[c:10]1[cH:9][c:8]([N+:6]([O-:5])=[O:7])[cH:19][c:18]2[c:11]1[c:12](=[O:13])[nH:14][c:15](=[O:16])[nH:17]2,59.0,Nitration,19,252.01308384799998,True,1,"{('2', '9', 1.0), ('2', '4', 0.0)}",True,False
380,eb84478e151311ea81f9b7db9d39a498,"[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[OH;D1;+0:4].[c,n:5]:[cH;D2;+0:6]:[c,n:7]>>[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[c;H0;D3;+0:6](:[c,n:5]):[c,n:7]",[O-:1][N+:2](=[O:3])[OH:4].[O:5]=[c:6]1[nH:7][c:8]2[cH:9][c:10]([Cl:11])[cH:12][cH:13][c:14]2[c:15](=[O:16])[nH:17]1>O.O.O=S(=O)(O)O>[O-:1][N+:2](=[O:3])[c:12]1[c:10]([Cl:11])[cH:9][c:8]2[nH:7][c:6](=[O:5])[nH:17][c:15](=[O:16])[c:14]2[cH:13]1,[O-:1][N+:2](=[O:3])[c:12]1[c:10]([Cl:11])[cH:9][c:8]2[nH:7][c:6](=[O:5])[nH:17][c:15](=[O:16])[c:14]2[cH:13]1.[O-:1][N+:2](=[O:3])[c:9]1[c:8]2[nH:7][c:6](=[O:5])[nH:17][c:15](=[O:16])[c:14]2[cH:13][cH:12][c:10]1[Cl:11].[O-:1][N+:2](=[O:3])[c:13]1[cH:12][c:10]([Cl:11])[cH:9][c:8]2[nH:7][c:6](=[O:5])[nH:17][c:15](=[O:16])[c:14]21,54.0,Nitration,17,240.989033288,True,1,"{('12', '2', 1.0), ('2', '4', 0.0)}",True,False
381,eb8d0b58151311ea81f9b7db9d39a498,"[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[OH;D1;+0:4].[c,n:5]:[cH;D2;+0:6]:[c,n:7]>>[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[c;H0;D3;+0:6](:[c,n:5]):[c,n:7]",[CH3:1][c:2]1[cH:3][cH:4][n:5][c:6]2[c:7]1[C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1-2.[O-:16][N+:17](=[O:18])[OH:19]>O.O=S(=O)(O)O.O[Na]>[CH3:1][c:2]1[cH:3][cH:4][n:5][c:6]2[c:7]1[C:8](=[O:9])[c:10]1[cH:11][c:12]([N+:17]([O-:16])=[O:18])[cH:13][cH:14][c:15]1-2,[CH3:1][c:2]1[cH:3][cH:4][n:5][c:6]2[c:7]1[C:8](=[O:9])[c:10]1[cH:11][c:12]([N+:17]([O-:16])=[O:18])[cH:13][cH:14][c:15]1-2.[CH3:1][c:2]1[c:3]([N+:17]([O-:16])=[O:18])[cH:4][n:5][c:6]2[c:7]1[C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1-2.[CH3:1][c:2]1[cH:3][c:4]([N+:17]([O-:16])=[O:18])[n:5][c:6]2[c:7]1[C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1-2.[CH3:1][c:2]1[cH:3][cH:4][n:5][c:6]2[c:7]1[C:8](=[O:9])[c:10]1[c:11]([N+:17]([O-:16])=[O:18])[cH:12][cH:13][cH:14][c:15]1-2.[CH3:1][c:2]1[cH:3][cH:4][n:5][c:6]2[c:7]1[C:8](=[O:9])[c:10]1[cH:11][cH:12][c:13]([N+:17]([O-:16])=[O:18])[cH:14][c:15]1-2.[CH3:1][c:2]1[cH:3][cH:4][n:5][c:6]2[c:7]1[C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([N+:17]([O-:16])=[O:18])[c:15]1-2,67.0,Nitration,19,240.05349211599997,True,1,"{('17', '19', 0.0), ('12', '17', 1.0)}",True,False
382,eb8dc2c8151311ea81f9b7db9d39a498,"[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[OH;D1;+0:4].[c,n:5]:[cH;D2;+0:6]:[c,n:7]>>[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[c;H0;D3;+0:6](:[c,n:5]):[c,n:7]",[O-:1][N+:2](=[O:3])[OH:4].[O:5]=[CH:6][c:7]1[cH:8][cH:9][c:10]([F:11])[c:12]([F:13])[cH:14]1>O.O=S(=O)(O)O>[O-:1][N+:2](=[O:3])[c:8]1[c:7]([CH:6]=[O:5])[cH:14][c:12]([F:13])[c:10]([F:11])[cH:9]1,[O-:1][N+:2](=[O:3])[c:8]1[c:7]([CH:6]=[O:5])[cH:14][c:12]([F:13])[c:10]([F:11])[cH:9]1.[O-:1][N+:2](=[O:3])[c:14]1[c:7]([CH:6]=[O:5])[cH:8][cH:9][c:10]([F:11])[c:12]1[F:13].[O-:1][N+:2](=[O:3])[c:9]1[cH:8][c:7]([CH:6]=[O:5])[cH:14][c:12]([F:13])[c:10]1[F:11],85.82,Nitration,14,187.00809939599998,True,1,"{('2', '8', 1.0), ('2', '4', 0.0)}",True,False
383,eb94d02c151311ea81f9b7db9d39a498,"[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[OH;D1;+0:4].[c,n:5]:[cH;D2;+0:6]:[c,n:7]>>[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[c;H0;D3;+0:6](:[c,n:5]):[c,n:7]",[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([OH:7])[cH:8][cH:9]1.[O-:10][N+:11](=[O:12])[OH:13]>ClCCl>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([OH:7])[c:8]([N+:11]([O-:10])=[O:12])[cH:9]1,[CH3:1][O:2][c:3]1[cH:4][c:5]([N+:11]([O-:10])=[O:12])[c:6]([OH:7])[cH:8][cH:9]1.[CH3:1][O:2][c:3]1[c:4]([N+:11]([O-:10])=[O:12])[cH:5][c:6]([OH:7])[cH:8][cH:9]1,58.0,Nitration,13,169.037507704,True,1,"{('11', '8', 1.0), ('11', '13', 0.0)}",True,False
384,eb9eddc4151311ea81f9b7db9d39a498,"[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[OH;D1;+0:4].[c,n:5]:[cH;D2;+0:6]:[c,n:7]>>[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[c;H0;D3;+0:6](:[c,n:5]):[c,n:7]",[O-:1][N+:2](=[O:3])[OH:4].[OH:5][c:6]1[cH:7][cH:8][c:9]([CH2:10][CH2:11][Cl:12])[cH:13][cH:14]1>O.CC(=O)O>[O-:1][N+:2](=[O:3])[c:14]1[c:6]([OH:5])[cH:7][cH:8][c:9]([CH2:10][CH2:11][Cl:12])[cH:13]1,[O-:1][N+:2](=[O:3])[c:7]1[c:6]([OH:5])[cH:14][cH:13][c:9]([CH2:10][CH2:11][Cl:12])[cH:8]1.[O-:1][N+:2](=[O:3])[c:8]1[cH:7][c:6]([OH:5])[cH:14][cH:13][c:9]1[CH2:10][CH2:11][Cl:12],55.0,Nitration,14,201.01927079599997,True,1,"{('14', '2', 1.0), ('2', '4', 0.0)}",True,False
385,ebab3c86151311ea81f9b7db9d39a498,"[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[OH;D1;+0:4].[c,n:5]:[cH;D2;+0:6]:[c,n:7]>>[O;-;D1;H0:1]-[N+;H0;D3:2](=[O;D1;H0:3])-[c;H0;D3;+0:6](:[c,n:5]):[c,n:7]",[CH3:1][O:2][c:3]1[c:4]([CH3:5])[cH:6][cH:7][c:8]([CH3:9])[c:10]1[CH3:11].[O-:12][N+:13](=[O:14])[OH:15]>CC(=O)O>[CH3:1][O:2][c:3]1[c:4]([CH3:5])[cH:6][c:7]([N+:13]([O-:12])=[O:14])[c:8]([CH3:9])[c:10]1[CH3:11],[CH3:1][O:2][c:3]1[c:4]([CH3:5])[cH:6][c:7]([N+:13]([O-:12])=[O:14])[c:8]([CH3:9])[c:10]1[CH3:11].[CH3:1][O:2][c:3]1[c:4]([CH3:5])[c:6]([N+:13]([O-:12])=[O:14])[cH:7][c:8]([CH3:9])[c:10]1[CH3:11],72.0,Nitration,15,195.08954327599997,True,1,"{('13', '15', 0.0), ('13', '7', 1.0)}",True,False
